fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;great
09.июл;0.42;0.46;02.янв;0.074;5;16;0.99649;мар.27;0.74;12.мар;6;1
07.июн;0.36;0.31;01.июл;0.079;26;65;0.99716;мар.46;0.62;09.май;6;1
07.июн;0.36;0.31;01.июл;0.079;26;65;0.99716;мар.46;0.62;09.май;6;1
06.май;0.61;0;02.фев;0.095;48;59;0.99541;мар.61;0.7;11.май;6;1
06.май;0.88;0.03;05.июн;0.079;23;47;0.99572;мар.58;0.5;11.фев;4;0
07.янв;0.66;0;02.апр;0.052;6;11;0.99318;мар.35;0.66;12.июл;7;1
05.июн;0.915;0;02.янв;0.041;17;78;0.99346;мар.68;0.73;11.апр;5;0
08.фев;0.35;0.33;02.апр;0.076;11;47;0.99599;мар.27;0.81;11;6;1
08.фев;0.35;0.33;02.апр;0.076;11;47;0.99599;мар.27;0.81;11;6;1
09.авг;0.39;0.43;янв.65;0.068;5;11;0.99478;мар.19;0.46;11.апр;5;0
10.фев;0.4;0.4;02.май;0.068;41;54;0.99754;мар.38;0.86;10.май;6;1
06.авг;0.66;0.07;01.июн;0.07;16;61;0.99572;мар.29;0.6;09.мар;5;0
06.июл;0.64;0.23;02.янв;0.08;11;119;0.99538;мар.36;0.7;10.сен;5;0
7;0.43;0.3;2;0.085;6;39;0.99346;мар.33;0.46;11.сен;6;1
06.июн;0.8;0.03;07.авг;0.079;6;12;0.9963;мар.52;0.5;12.фев;5;0
7;0.43;0.3;2;0.085;6;39;0.99346;мар.33;0.46;11.сен;6;1
06.июл;0.64;0.23;02.янв;0.08;11;119;0.99538;мар.36;0.7;10.сен;5;0
08.авг;0.955;0.05;01.авг;0.075;5;19;0.99616;03.мар;0.44;09.июн;4;0
09.янв;0.4;0.57;04.июн;0.08;6;20;0.99652;мар.28;0.57;12.май;6;1
06.май;0.885;0;02.мар;0.166;6;12;0.99551;мар.56;0.51;10.авг;5;0
07.фев;0.25;0.37;02.май;0.063;11;41;0.99439;мар.52;0.8;12.апр;7;1
06.апр;0.885;0;02.мар;0.166;6;12;0.99551;мар.56;0.51;10.авг;5;0
7;0.745;0.12;01.авг;0.114;15;64;0.99588;мар.22;0.59;09.май;6;1
06.фев;0.43;0.22;01.авг;0.078;21;56;0.99633;мар.52;0.6;09.май;6;1
07.сен;0.58;0.23;02.мар;0.076;23;94;0.99686;мар.21;0.58;09.май;6;1
07.июл;0.57;0.21;01.май;0.069;4;9;0.99458;мар.16;0.54;09.авг;6;1
07.июл;0.26;0.26;2;0.052;19;77;0.9951;мар.15;0.79;10.сен;6;1
07.сен;0.58;0.23;02.мар;0.076;23;94;0.99686;мар.21;0.58;09.май;6;1
07.июл;0.57;0.21;01.май;0.069;4;9;0.99458;мар.16;0.54;09.авг;6;1
07.сен;0.34;0.36;01.сен;0.065;5;10;0.99419;мар.27;0.54;11.фев;7;1
08.июн;0.42;0.39;01.авг;0.068;6;12;0.99516;мар.35;0.69;11.июл;8;1
09.сен;0.74;0.19;05.авг;0.111;33;76;0.99878;мар.14;0.55;09.апр;5;0
07.фев;0.36;0.46;02.янв;0.074;24;44;0.99534;03.апр;0.85;11;7;1
07.фев;0.36;0.46;02.янв;0.074;24;44;0.99534;03.апр;0.85;11;7;1
07.фев;0.36;0.46;02.янв;0.074;24;44;0.99534;03.апр;0.85;11;7;1
09.сен;0.72;0.55;01.июл;0.136;24;52;0.99752;мар.35;0.94;10;5;0
07.фев;0.36;0.46;02.янв;0.074;24;44;0.99534;03.апр;0.85;11;7;1
06.фев;0.39;0.43;2;0.071;14;24;0.99428;мар.45;0.87;11.фев;7;1
06.авг;0.65;0.02;02.янв;0.078;8;15;0.99498;мар.35;0.62;10.апр;6;1
06.июн;0.44;0.15;02.янв;0.076;22;53;0.9957;мар.32;0.62;09.мар;5;0
06.авг;0.65;0.02;02.янв;0.078;8;15;0.99498;мар.35;0.62;10.апр;6;1
09.июн;0.38;0.42;01.сен;0.071;5;13;0.99659;мар.15;0.75;10.май;6;1
10.фев;0.33;0.46;01.сен;0.081;6;9;0.99628;03.янв;0.48;10.апр;6;1
08.авг;0.27;0.46;02.янв;0.095;20;29;0.99488;мар.26;0.56;11.мар;6;1
07.сен;0.57;0.31;2;0.079;10;79;0.99677;мар.29;0.69;09.май;6;1
08.фев;0.34;0.37;01.сен;0.057;43;74;0.99408;мар.23;0.81;12;6;1
08.фев;0.4;0.31;01.сен;0.082;8;24;0.996;мар.24;0.69;10.июн;6;1
9;0.39;0.4;01.мар;0.044;25;50;0.99478;03.фев;0.83;10.сен;6;1
10.сен;0.32;0.52;01.авг;0.132;17;44;0.99734;мар.28;0.77;11.май;6;1
10.сен;0.32;0.52;01.авг;0.132;17;44;0.99734;мар.28;0.77;11.май;6;1
08.янв;0.53;0.22;02.фев;0.078;33;89;0.99678;мар.26;0.46;09.июн;6;1
10.май;0.36;0.47;02.фев;0.074;9;23;0.99638;мар.23;0.76;12;6;1
12.июн;0.39;0.49;02.май;0.08;8;20;0.9992;03.июл;0.82;10.мар;6;1
09.фев;0.46;0.23;02.июн;0.091;18;77;0.99922;мар.15;0.51;09.апр;5;0
07.май;0.58;0.03;04.янв;0.08;27;46;0.99592;03.фев;0.47;09.фев;5;0
9;0.58;0.25;2;0.104;8;21;0.99769;мар.27;0.72;09.июн;5;0
05.янв;0.42;0;01.авг;0.044;18;88;0.99157;мар.68;0.73;13.июн;7;1
07.июн;0.43;0.29;02.янв;0.075;19;66;0.99718;03.апр;0.64;09.май;5;0
07.июл;0.18;0.34;02.июл;0.066;15;58;0.9947;мар.37;0.78;11.авг;6;1
07.авг;0.815;0.01;02.июн;0.074;48;90;0.99621;мар.38;0.62;10.авг;5;0
07.июн;0.43;0.29;02.янв;0.075;19;66;0.99718;03.апр;0.64;09.май;5;0
10.фев;0.23;0.37;02.фев;0.057;14;36;0.99614;мар.23;0.49;09.мар;4;0
07.янв;0.75;0.01;02.фев;0.059;11;18;0.99242;мар.39;0.4;12.авг;6;1
6;0.33;0.32;12.сен;0.054;6;113;0.99572;03.мар;0.56;11.май;4;0
07.авг;0.55;0;01.июл;0.07;7;17;0.99659;мар.26;0.64;09.апр;6;1
07.янв;0.75;0.01;02.фев;0.059;11;18;0.99242;мар.39;0.4;12.авг;6;1
08.янв;0.73;0;02.май;0.081;12;24;0.99798;мар.38;0.46;09.июн;4;0
06.май;0.67;0;04.мар;0.057;11;20;0.99488;мар.45;0.56;11.авг;4;0
07.май;0.61;0.2;01.июл;0.076;36;60;0.99494;03.янв;0.4;09.мар;5;0
09.авг;0.37;0.39;02.май;0.079;28;65;0.99729;мар.16;0.59;09.авг;5;0
9;0.4;0.41;2;0.058;15;40;0.99414;мар.22;0.6;12.фев;6;1
08.мар;0.56;0.22;02.апр;0.082;10;86;0.9983;мар.37;0.62;09.май;5;0
05.сен;0.29;0.25;13.апр;0.067;72;160;0.99721;мар.33;0.54;10.мар;6;1
07.апр;0.55;0.19;01.авг;0.082;15;34;0.99655;мар.49;0.68;10.май;5;0
07.апр;0.74;0.07;01.июл;0.086;15;48;0.99502;03.дек;0.48;10;5;0
07.апр;0.55;0.19;01.авг;0.082;15;34;0.99655;мар.49;0.68;10.май;5;0
06.сен;0.41;0.33;02.фев;0.081;22;36;0.9949;мар.41;0.75;11.янв;6;1
07.янв;0.6;0.01;02.мар;0.079;24;37;0.99514;03.апр;0.61;10.сен;6;1
07.янв;0.6;0.01;02.мар;0.079;24;37;0.99514;03.апр;0.61;10.сен;6;1
07.май;0.58;0.14;02.фев;0.077;27;60;0.9963;мар.28;0.59;09.авг;5;0
07.янв;0.72;0;01.авг;0.123;6;14;0.99627;мар.45;0.58;09.авг;5;0
07.сен;0.66;0;01.апр;0.096;6;13;0.99569;мар.43;0.58;09.май;5;0
07.авг;0.7;0.06;01.сен;0.079;20;35;0.99628;03.апр;0.69;10.сен;5;0
06.янв;0.64;0.02;02.апр;0.069;26;46;0.99358;мар.47;0.45;11;5;0
07.май;0.59;0.22;01.авг;0.082;43;60;0.99499;03.янв;0.42;09.фев;5;0
7;0.58;0.28;04.авг;0.085;12;69;0.99633;мар.32;0.7;11;6;1
06.авг;0.64;0;02.июл;0.123;15;33;0.99538;мар.44;0.63;11.мар;6;1
06.авг;0.64;0;02.июл;0.123;15;33;0.99538;мар.44;0.63;11.мар;6;1
08.июн;0.635;0.68;01.авг;0.403;19;56;0.99632;03.фев;янв.15;09.мар;5;0
06.мар;01.фев;0;2;0.083;17;24;0.99437;мар.59;0.55;11.фев;4;0
09.авг;0.45;0.38;02.май;0.081;34;66;0.99726;мар.15;0.58;09.авг;5;0
08.фев;0.78;0;02.фев;0.089;13;26;0.9978;мар.37;0.46;09.июн;4;0
08.май;0.37;0.32;01.авг;0.066;26;51;0.99456;мар.38;0.72;11.авг;6;1
07.фев;0.57;0.05;02.мар;0.081;16;36;0.99564;мар.38;0.6;10.мар;6;1
07.фев;0.57;0.05;02.мар;0.081;16;36;0.99564;мар.38;0.6;10.мар;6;1
10.апр;0.43;0.5;02.мар;0.068;13;19;0.996;03.янв;0.87;11.апр;6;1
06.сен;0.41;0.31;2;0.079;21;51;0.99668;мар.47;0.55;09.май;6;1
05.май;0.49;0.03;01.авг;0.044;28;87;0.9908;03.май;0.82;14;8;1
5;0.38;0.01;01.июн;0.048;26;60;0.99084;03.июл;0.75;14;6;1
07.мар;0.44;0.2;01.июн;0.049;24;64;0.9935;мар.38;0.57;11.июл;6;1
05.сен;0.46;0;01.сен;0.077;25;44;0.99385;03.май;0.53;11.фев;5;0
07.май;0.58;0.2;2;0.073;34;44;0.99494;03.янв;0.43;09.мар;5;0
07.авг;0.58;0.13;02.янв;0.102;17;36;0.9944;мар.24;0.53;11.фев;6;1
8;0.715;0.22;02.мар;0.075;13;81;0.99688;мар.24;0.54;09.май;6;1
08.май;0.4;0.4;06.мар;0.05;3;10;0.99566;мар.28;0.56;12;4;0
7;0.69;0;01.сен;0.114;3;10;0.99636;мар.35;0.6;09.июл;6;1
8;0.715;0.22;02.мар;0.075;13;81;0.99688;мар.24;0.54;09.май;6;1
09.авг;0.3;0.39;01.июл;0.062;3;9;0.9948;мар.14;0.57;11.май;7;1
07.янв;0.46;0.2;01.сен;0.077;28;54;0.9956;мар.37;0.64;10.апр;6;1
07.янв;0.46;0.2;01.сен;0.077;28;54;0.9956;мар.37;0.64;10.апр;6;1
07.сен;0.765;0;2;0.084;9;22;0.99619;мар.33;0.68;10.сен;6;1
08.июл;0.63;0.28;02.июл;0.096;17;69;0.99734;мар.26;0.63;10.фев;6;1
7;0.42;0.19;02.мар;0.071;18;36;0.99476;мар.39;0.56;10.сен;5;0
11.мар;0.37;0.5;01.авг;0.09;20;47;0.99734;мар.15;0.57;10.май;5;0
07.янв;0.16;0.44;02.май;0.068;17;31;0.99328;мар.35;0.54;12.апр;6;1
8;0.6;0.08;02.июн;0.056;3;7;0.99286;мар.22;0.37;13;5;0
7;0.6;0.3;04.май;0.068;20;110;0.99914;03.мар;янв.17;10.фев;5;0
7;0.6;0.3;04.май;0.068;20;110;0.99914;03.мар;янв.17;10.фев;5;0
07.июн;0.74;0;01.сен;0.1;6;12;0.99521;мар.36;0.59;11;5;0
08.фев;0.635;0.1;02.янв;0.073;25;60;0.99638;мар.29;0.75;10.сен;6;1
05.сен;0.395;0.13;02.апр;0.056;14;28;0.99362;мар.62;0.67;12.апр;6;1
07.май;0.755;0;01.сен;0.084;6;12;0.99672;мар.34;0.49;09.июл;4;0
08.фев;0.635;0.1;02.янв;0.073;25;60;0.99638;мар.29;0.75;10.сен;6;1
06.июн;0.63;0;04.мар;0.093;51;77.5;0.99558;03.фев;0.45;09.май;5;0
06.июн;0.63;0;04.мар;0.093;51;77.5;0.99558;03.фев;0.45;09.май;5;0
07.фев;0.53;0.14;02.янв;0.064;15;29;0.99323;мар.35;0.61;12.янв;6;1
05.июл;0.6;0;01.апр;0.063;11;18;0.99191;мар.45;0.56;12.фев;6;1
07.июн;янв.58;0;02.янв;0.137;5;9;0.99476;03.май;0.4;10.сен;3;0
05.фев;0.645;0;фев.15;0.08;15;28;0.99444;мар.78;0.61;12.май;6;1
06.июл;0.86;0.07;2;0.1;20;57;0.99598;03.июн;0.74;11.июл;6;1
09.янв;0.37;0.32;02.янв;0.064;4;15;0.99576;03.мар;0.8;11.фев;6;1
8;0.28;0.44;01.авг;0.081;28;68;0.99501;мар.36;0.66;11.фев;5;0
07.июн;0.79;0.21;02.мар;0.087;21;68;0.9955;03.дек;0.44;09.фев;5;0
07.май;0.61;0.26;01.сен;0.073;24;88;0.99612;03.мар;0.53;09.авг;5;0
09.июл;0.69;0.32;02.май;0.088;22;91;0.9979;мар.29;0.62;10.янв;5;0
06.авг;0.68;0.09;03.сен;0.068;15;29;0.99524;мар.41;0.52;11.янв;4;0
09.июл;0.69;0.32;02.май;0.088;22;91;0.9979;мар.29;0.62;10.янв;5;0
7;0.62;0.1;01.апр;0.071;27;63;0.996;мар.28;0.61;09.фев;5;0
07.май;0.61;0.26;01.сен;0.073;24;88;0.99612;03.мар;0.53;09.авг;5;0
06.май;0.51;0.15;3;0.064;12;27;0.9929;мар.33;0.59;12.авг;6;1
8;янв.18;0.21;01.сен;0.083;14;41;0.99532;мар.34;0.47;10.май;5;0
7;0.36;0.21;02.мар;0.086;20;65;0.99558;03.апр;0.54;10.янв;6;1
7;0.36;0.21;02.апр;0.086;24;69;0.99556;03.апр;0.53;10.янв;6;1
07.май;0.63;0.27;2;0.083;17;91;0.99616;мар.26;0.58;09.авг;6;1
05.апр;0.74;0;01.фев;0.041;16;46;0.99258;04.янв;0.59;12.май;6;1
09.сен;0.44;0.46;02.фев;0.091;10;41;0.99638;мар.18;0.69;11.сен;6;1
07.май;0.63;0.27;2;0.083;17;91;0.99616;мар.26;0.58;09.авг;6;1
09.янв;0.76;0.68;01.июл;0.414;18;64;0.99652;02.сен;янв.33;09.янв;6;1
09.июл;0.66;0.34;02.июн;0.094;12;88;0.99796;мар.26;0.66;10.янв;5;0
5;0.74;0;01.фев;0.041;16;46;0.99258;04.янв;0.59;12.май;6;1
09.янв;0.34;0.42;01.авг;0.058;9;18;0.99392;мар.18;0.55;11.апр;5;0
09.янв;0.36;0.39;01.авг;0.06;21;55;0.99495;мар.18;0.82;11;7;1
06.июл;0.46;0.24;01.июл;0.077;18;34;0.9948;мар.39;0.6;10.июн;6;1
06.июл;0.46;0.24;01.июл;0.077;18;34;0.9948;мар.39;0.6;10.июн;6;1
06.июл;0.46;0.24;01.июл;0.077;18;34;0.9948;мар.39;0.6;10.июн;6;1
06.июл;0.46;0.24;01.июл;0.077;18;34;0.9948;мар.39;0.6;10.июн;6;1
06.май;0.52;0.11;01.авг;0.073;13;38;0.9955;мар.34;0.52;09.мар;5;0
07.апр;0.6;0.26;02.янв;0.083;17;91;0.99616;мар.29;0.56;09.авг;6;1
07.апр;0.6;0.26;02.янв;0.083;17;91;0.99616;мар.29;0.56;09.авг;6;1
07.авг;0.87;0.26;03.авг;0.107;31;67;0.99668;мар.26;0.46;09.фев;5;0
08.апр;0.39;0.1;01.июл;0.075;6;25;0.99581;03.сен;0.43;09.июл;6;1
09.янв;0.775;0.22;02.фев;0.079;12;48;0.9976;мар.18;0.51;09.июн;5;0
07.фев;0.835;0;2;0.166;4;11;0.99608;мар.39;0.52;10;5;0
06.июн;0.58;0.02;02.апр;0.069;19;40;0.99387;мар.38;0.66;12.июн;6;1
6;0.5;0;01.апр;0.057;15;26;0.99448;мар.36;0.45;09.май;5;0
6;0.5;0;01.апр;0.057;15;26;0.99448;мар.36;0.45;09.май;5;0
6;0.5;0;01.апр;0.057;15;26;0.99448;мар.36;0.45;09.май;5;0
07.май;0.51;0.02;01.июл;0.084;13;31;0.99538;мар.36;0.54;10.май;6;1
07.май;0.51;0.02;01.июл;0.084;13;31;0.99538;мар.36;0.54;10.май;6;1
07.май;0.51;0.02;01.июл;0.084;13;31;0.99538;мар.36;0.54;10.май;6;1
07.июн;0.54;0.02;01.июл;0.085;17;31;0.99589;мар.37;0.51;10.апр;6;1
07.май;0.51;0.02;01.июл;0.084;13;31;0.99538;мар.36;0.54;10.май;6;1
11.май;0.42;0.48;02.июн;0.077;8;20;0.99852;03.сен;0.53;11;5;0
08.фев;0.44;0.24;02.мар;0.063;10;28;0.99613;мар.25;0.53;10.фев;6;1
06.янв;0.59;0.01;02.янв;0.056;5;13;0.99472;мар.52;0.56;11.апр;5;0
07.фев;0.655;0.03;01.авг;0.078;7;12;0.99587;мар.34;0.39;09.май;5;0
07.фев;0.655;0.03;01.авг;0.078;7;12;0.99587;мар.34;0.39;09.май;5;0
06.сен;0.57;0;02.авг;0.081;21;41;0.99518;мар.41;0.52;10.авг;5;0
9;0.6;0.29;2;0.069;32;73;0.99654;мар.34;0.57;10;5;0
07.фев;0.62;0.01;02.мар;0.065;8;46;0.99332;мар.32;0.51;11.авг;6;1
07.июн;0.645;0.03;01.сен;0.086;14;57;0.9969;мар.37;0.46;10.мар;5;0
07.июн;0.645;0.03;01.сен;0.086;14;57;0.9969;мар.37;0.46;10.мар;5;0
07.фев;0.58;0.03;02.мар;0.077;7;28;0.99568;мар.35;0.52;10;5;0
06.янв;0.32;0.25;01.авг;0.086;5;32;0.99464;мар.36;0.44;10.янв;5;0
06.янв;0.34;0.25;01.авг;0.084;4;28;0.99464;мар.36;0.44;10.янв;5;0
07.мар;0.43;0.24;02.май;0.078;27;67;0.99648;03.июн;0.59;11.янв;6;1
07.апр;0.64;0.17;05.апр;0.168;52;98;0.99736;мар.28;0.5;09.май;5;0
11.июн;0.475;0.4;01.апр;0.091;6;28;0.99704;03.июл;0.65;10.0333333333333;6;1
09.фев;0.54;0.31;02.мар;0.112;11;38;0.99699;мар.24;0.56;10.сен;5;0
08.мар;0.85;0.14;02.май;0.093;13;54;0.99724;мар.36;0.54;10.янв;5;0
11.июн;0.475;0.4;01.апр;0.091;6;28;0.99704;03.июл;0.65;10.0333333333333;6;1
8;0.83;0.27;2;0.08;11;63;0.99652;мар.29;0.48;09.авг;4;0
07.фев;0.605;0.02;01.сен;0.096;10;31;0.995;мар.46;0.53;11.авг;6;1
07.авг;0.5;0.09;02.фев;0.115;10;42;0.9971;мар.18;0.62;09.май;5;0
07.мар;0.74;0.08;01.июл;0.094;10;45;0.99576;мар.24;0.5;09.авг;5;0
06.сен;0.54;0.3;02.фев;0.088;9;105;0.99725;мар.25;янв.18;10.май;6;1
8;0.77;0.32;02.янв;0.079;16;74;0.99656;мар.27;0.5;09.авг;6;1
06.июн;0.61;0;01.июн;0.069;4;8;0.99396;мар.33;0.37;10.апр;4;0
08.июл;0.78;0.51;01.июл;0.415;12;66;0.99623;3;янв.17;09.фев;5;0
07.май;0.58;0.56;03.янв;0.153;5;14;0.99476;мар.21;01.мар;11.июн;6;1
08.июл;0.78;0.51;01.июл;0.415;12;66;0.99623;3;янв.17;09.фев;5;0
07.июл;0.75;0.27;03.авг;0.11;34;89;0.99664;мар.24;0.45;09.мар;5;0
06.авг;0.815;0;01.фев;0.267;16;29;0.99471;мар.32;0.51;09.авг;3;0
07.фев;0.56;0.26;2;0.083;13;100;0.99586;мар.26;0.52;09.сен;5;0
08.фев;0.885;0.2;01.апр;0.086;7;31;0.9946;03.ноя;0.46;10;5;0
05.фев;0.49;0.26;02.мар;0.09;23;74;0.9953;мар.71;0.62;12.фев;6;1
07.фев;0.45;0.15;2;0.078;10;28;0.99609;мар.29;0.51;09.сен;6;1
07.май;0.57;0.02;02.июн;0.077;11;35;0.99557;мар.36;0.62;10.авг;6;1
07.май;0.57;0.02;02.июн;0.077;11;35;0.99557;мар.36;0.62;10.авг;6;1
06.авг;0.83;0.09;01.авг;0.074;4;25;0.99534;мар.38;0.45;09.июн;5;0
8;0.6;0.22;02.янв;0.08;25;105;0.99613;03.мар;0.49;09.сен;5;0
8;0.6;0.22;02.янв;0.08;25;105;0.99613;03.мар;0.49;09.сен;5;0
07.янв;0.755;0.15;01.авг;0.107;20;84;0.99593;мар.19;0.5;09.май;5;0
8;0.81;0.25;03.апр;0.076;34;85;0.99668;мар.19;0.42;09.фев;5;0
07.апр;0.64;0.07;01.авг;0.1;8;23;0.9961;03.мар;0.58;09.июн;5;0
07.апр;0.64;0.07;01.авг;0.1;8;23;0.9961;03.мар;0.58;09.июн;5;0
06.июн;0.64;0.31;06.янв;0.083;7;49;0.99718;мар.35;0.68;10.мар;5;0
06.июл;0.48;0.02;02.фев;0.08;36;111;0.99524;03.янв;0.53;09.июл;5;0
6;0.49;0;02.мар;0.068;15;33;0.99292;мар.58;0.59;12.май;6;1
8;0.64;0.22;02.апр;0.094;5;33;0.99612;мар.37;0.58;11;5;0
07.янв;0.62;0.06;01.мар;0.07;5;12;0.9942;мар.17;0.48;09.авг;5;0
8;0.52;0.25;2;0.078;19;59;0.99612;03.мар;0.48;10.фев;5;0
06.апр;0.57;0.14;03.сен;0.07;27;73;0.99669;мар.32;0.48;09.фев;5;0
08.июн;0.685;0.1;01.июн;0.092;3;12;0.99745;мар.31;0.65;сен.55;6;1
08.июл;0.675;0.1;01.июн;0.09;4;11;0.99745;мар.31;0.65;сен.55;5;0
07.мар;0.59;0.26;2;0.08;17;104;0.99584;мар.28;0.52;09.сен;5;0
7;0.6;0.12;02.фев;0.083;13;28;0.9966;мар.52;0.62;10.фев;7;1
07.фев;0.67;0;02.фев;0.068;10;24;0.9956;мар.42;0.72;11.янв;6;1
07.сен;0.69;0.21;02.янв;0.08;33;141;0.9962;мар.25;0.51;09.сен;5;0
07.сен;0.69;0.21;02.янв;0.08;33;141;0.9962;мар.25;0.51;09.сен;5;0
07.июн;0.3;0.42;2;0.052;6;24;0.9963;мар.44;0.82;11.сен;6;1
07.фев;0.33;0.33;01.июл;0.061;3;13;0.996;мар.23;01.янв;10;8;1
8;0.5;0.39;02.июн;0.082;12;46;0.9985;мар.43;0.62;10.июл;6;1
07.июл;0.28;0.3;2;0.062;18;34;0.9952;мар.28;0.9;11.мар;7;1
08.фев;0.24;0.34;05.янв;0.062;8;22;0.9974;мар.22;0.94;10.сен;6;1
6;0.51;0;02.янв;0.064;40;54;0.995;мар.54;0.93;10.июл;6;1
08.янв;0.29;0.36;02.фев;0.048;35;53;0.995;мар.27;01.янв;12.апр;7;1
6;0.51;0;02.янв;0.064;40;54;0.995;мар.54;0.93;10.июл;6;1
06.июн;0.96;0;01.авг;0.082;5;16;0.9936;03.май;0.44;11.сен;6;1
06.апр;0.47;0.4;02.апр;0.071;8;19;0.9963;мар.56;0.73;10.июн;6;1
08.фев;0.24;0.34;05.янв;0.062;8;22;0.9974;мар.22;0.94;10.сен;6;1
09.сен;0.57;0.25;2;0.104;12;89;0.9963;03.апр;0.9;10.янв;5;0
10;0.32;0.59;02.фев;0.077;3;15;0.9994;03.фев;0.78;09.июн;5;0
06.фев;0.58;0;01.июн;0.065;8;18;0.9966;мар.56;0.84;09.апр;5;0
10;0.32;0.59;02.фев;0.077;3;15;0.9994;03.фев;0.78;09.июн;5;0
07.мар;0.34;0.33;02.май;0.064;21;37;0.9952;мар.35;0.77;12.янв;7;1
07.авг;0.53;0.01;01.июн;0.077;3;19;0.995;мар.16;0.46;09.авг;5;0
07.июл;0.64;0.21;02.фев;0.077;32;133;0.9956;мар.27;0.45;09.сен;5;0
07.авг;0.53;0.01;01.июн;0.077;3;19;0.995;мар.16;0.46;09.авг;5;0
07.май;0.4;0.18;01.июн;0.079;24;58;0.9965;мар.34;0.58;09.апр;5;0
7;0.54;0;02.янв;0.079;39;55;0.9956;мар.39;0.84;11.апр;6;1
06.апр;0.53;0.09;03.сен;0.123;14;31;0.9968;03.май;0.67;11;4;0
08.мар;0.26;0.37;01.апр;0.076;8;23;0.9974;мар.26;0.7;09.июн;6;1
08.мар;0.26;0.37;01.апр;0.076;8;23;0.9974;мар.26;0.7;09.июн;6;1
07.июл;0.23;0.37;01.авг;0.046;23;60;0.9971;мар.41;0.71;12.янв;6;1
07.июн;0.41;0.33;02.май;0.078;6;23;0.9957;03.мар;0.58;11.фев;5;0
07.авг;0.64;0;01.сен;0.072;27;55;0.9962;мар.31;0.63;11;5;0
07.сен;0.18;0.4;02.фев;0.049;38;67;0.996;мар.33;0.93;11.мар;5;0
07.апр;0.41;0.24;01.авг;0.066;18;47;0.9956;мар.37;0.62;10.апр;5;0
07.июн;0.43;0.31;02.янв;0.069;13;74;0.9958;мар.26;0.54;09.сен;6;1
05.сен;0.44;0;01.июн;0.042;3;11;0.9944;мар.48;0.85;11.июл;6;1
06.янв;0.4;0.16;01.авг;0.069;11;25;0.9955;мар.42;0.74;10.янв;7;1
10.фев;0.54;0.37;15.апр;0.214;55;95;1.00369;мар.18;0.77;9;6;1
10.фев;0.54;0.37;15.апр;0.214;55;95;1.00369;мар.18;0.77;9;6;1
10;0.38;0.38;01.июн;0.169;27;90;0.99914;мар.15;0.65;08.май;5;0
06.авг;0.915;0.29;04.авг;0.07;15;39;0.99577;мар.53;0.54;11.янв;5;0
7;0.59;0;01.июл;0.052;3;8;0.996;мар.41;0.47;10.мар;5;0
07.мар;0.67;0.02;02.фев;0.072;31;92;0.99566;мар.32;0.68;11.0666666666667;6;1
07.фев;0.37;0.32;2;0.062;15;28;0.9947;мар.23;0.73;11.мар;7;1
07.апр;0.785;0.19;05.фев;0.094;19;98;0.99713;мар.16;0.52;9.56666666666667;6;1
06.сен;0.63;0.02;01.сен;0.078;18;30;0.99712;03.апр;0.75;09.авг;5;0
06.сен;0.58;0.2;янв.75;0.058;8;22;0.99322;мар.38;0.49;11.июл;5;0
07.мар;0.67;0.02;02.фев;0.072;31;92;0.99566;мар.32;0.68;11.янв;6;1
07.апр;0.785;0.19;05.фев;0.094;19;98;0.99713;мар.16;0.52;09.июн;6;1
06.сен;0.63;0.02;01.сен;0.078;18;30;0.99712;03.апр;0.75;09.авг;5;0
06.авг;0.67;0;01.сен;0.08;22;39;0.99701;03.апр;0.74;09.июл;5;0
06.сен;0.58;0.01;01.сен;0.08;40;54;0.99683;03.апр;0.73;09.июл;5;0
07.фев;0.38;0.31;2;0.056;15;29;0.99472;мар.23;0.76;11.мар;8;1
07.фев;0.37;0.32;2;0.062;15;28;0.9947;мар.23;0.73;11.мар;7;1
07.авг;0.32;0.44;02.июл;0.104;8;17;0.99732;мар.33;0.78;11;7;1
06.июн;0.58;0.02;2;0.062;37;53;0.99374;мар.35;0.76;11.июн;7;1
07.июн;0.49;0.33;01.сен;0.074;27;85;0.99706;мар.41;0.58;9;5;0
11.июл;0.45;0.63;02.фев;0.073;7;23;0.99974;мар.21;0.69;10.сен;6;1
06.май;0.9;0;01.июн;0.052;9;17;0.99467;03.май;0.63;10.сен;6;1
6;0.54;0.06;01.авг;0.05;38;89;0.99236;03.мар;0.5;окт.55;6;1
07.июн;0.49;0.33;01.сен;0.074;27;85;0.99706;мар.41;0.58;9;5;0
08.апр;0.29;0.4;01.июл;0.067;8;20;0.99603;мар.39;0.6;10.май;5;0
07.сен;0.2;0.35;01.июл;0.054;7;15;0.99458;мар.32;0.8;11.сен;7;1
06.апр;0.42;0.09;02.мар;0.054;34;64;0.99724;мар.41;0.68;10.апр;6;1
06.фев;0.785;0;02.янв;0.06;6;13;0.99664;мар.59;0.61;10;4;0
06.авг;0.64;0.03;02.мар;0.075;14;31;0.99545;мар.36;0.58;10.апр;6;1
06.сен;0.63;0.01;02.апр;0.076;14;39;0.99522;мар.34;0.53;10.авг;6;1
06.авг;0.59;0.1;01.июл;0.063;34;53;0.9958;мар.41;0.67;09.июл;5;0
06.авг;0.59;0.1;01.июл;0.063;34;53;0.9958;мар.41;0.67;09.июл;5;0
