fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;great
05.сен;0.15;0.31;05.авг;0.041;53;155;0.9945;мар.52;0.46;10.май;6;1
07.апр;0.28;0.42;19.авг;0.066;53;195;1;фев.96;0.44;09.янв;5;0
06.фев;0.28;0.22;07.мар;0.041;26;157;0.9957;мар.44;0.64;09.авг;7;1
09.янв;0.59;0.38;01.июн;0.066;34;182;0.9968;мар.23;0.38;08.май;3;0
06.мар;0.33;0.27;01.фев;0.046;34;175;0.9934;мар.37;0.54;09.апр;6;1
08.мар;0.39;0.7;10.июн;0.045;33;169;0.9976;03.сен;0.57;09.апр;5;0
07.фев;0.19;0.46;03.авг;0.041;82;187;0.9932;мар.19;0.6;11.фев;7;1
07.май;0.17;0.44;11.мар;0.046;65;146;0.997;мар.17;0.45;10;6;1
06.июл;0.17;0.5;02.янв;0.043;27;122;0.9923;мар.15;0.45;10.мар;6;1
06.янв;0.41;0;01.июн;0.063;36;87;0.9914;мар.27;0.67;10.авг;6;1
08.мар;0.2;0.35;0.9;0.05;12;74;0.992;мар.13;0.38;10.май;6;1
06.янв;0.41;0;01.июн;0.063;36;87;0.9914;мар.27;0.67;10.авг;6;1
6;0.29;0.21;01.мар;0.055;42;168;0.9914;мар.32;0.43;11.янв;6;1
07.мар;0.41;0.24;06.авг;0.057;41;163;0.9949;03.фев;0.41;09.сен;6;1
07.мар;0.41;0.24;06.авг;0.057;41;163;0.9949;03.фев;0.41;09.сен;6;1
07.фев;0.43;0.24;06.июл;0.058;40;163;0.995;03.фев;0.41;09.сен;5;0
07.мар;0.4;0.24;06.июл;0.058;41;166;0.995;03.фев;0.41;09.сен;6;1
06.фев;0.33;0.27;04.сен;0.036;30;134;0.9927;03.фев;0.42;10.апр;7;1
06.фев;0.31;0.26;04.авг;0.037;36;148;0.9928;мар.21;0.41;10.апр;6;1
06.янв;0.36;0.27;02.янв;0.035;16;100;0.9917;03.апр;0.71;11.май;7;1
5;0.55;0.14;08.мар;0.032;35;164;0.9918;мар.53;0.51;12.май;8;1
07.авг;0.25;0.41;03.июл;0.042;37;149;0.9954;мар.36;0.45;10;6;1
05.июл;0.36;0.21;06.июл;0.038;51;166;0.9941;мар.29;0.63;10;6;1
05.авг;0.34;0.21;06.июн;0.04;50;167;0.9941;мар.29;0.62;10;5;0
06.авг;0.28;0.6;01.янв;0.132;42;127;0.9934;03.сен;0.44;09.янв;6;1
06.авг;0.25;0.34;04.июл;0.031;34;134;0.9927;мар.21;0.38;10.июн;6;1
06.июн;0.24;0.35;07.июл;0.031;36;135;0.9938;мар.19;0.37;10.май;5;0
05.сен;0.3;0.47;июл.85;0.03;19;133;0.9933;мар.52;0.43;11.май;7;1
06.янв;0.125;0.25;03.мар;0.04;10;69;0.9934;мар.54;0.59;10.янв;6;1
6;0.1;0.24;01.янв;0.041;15;65;0.9927;мар.61;0.61;10.мар;7;1
06.июн;0.24;0.35;07.июл;0.031;36;135;0.9938;мар.19;0.37;10.май;5;0
06.авг;0.25;0.34;04.июл;0.031;34;134;0.9927;мар.21;0.38;10.июн;6;1
06.авг;0.28;0.44;09.мар;0.031;35;137;0.9946;мар.16;0.36;10.апр;6;1
08.мар;0.41;0.51;2;0.046;11;207;0.993;03.фев;0.55;11.апр;5;0
07.май;0.27;0.31;05.авг;0.057;131;313;0.9946;мар.18;0.59;10.май;5;0
07.сен;0.26;0.41;15.15;0.04;38;216;0.9976;фев.96;0.6;10;6;1
06.апр;0.34;0.23;06.мар;0.039;37;143;0.9944;мар.19;0.65;10;6;1
06.май;0.28;0.35;15.апр;0.042;55;195;0.9978;мар.23;0.5;09.июн;6;1
07.фев;0.21;0.41;01.мар;0.036;33;85;0.992;мар.17;0.51;10.апр;5;0
06.апр;0.32;0.35;04.авг;0.03;34;101;0.9912;мар.36;0.6;12.май;8;1
06.авг;0.24;0.34;04.июн;0.032;37;135;0.9927;03.фев;0.39;10.июн;5;0
06.мар;0.23;0.3;01.авг;0.033;16;91;0.9906;мар.28;0.4;11.авг;6;1
06.май;0.28;0.34;09.сен;0.038;30;133;0.9954;03.ноя;0.44;09.авг;5;0
05.июн;0.26;0.26;05.июл;0.031;12;80;0.9923;мар.25;0.38;10.авг;5;0
06.мар;0.23;0.3;01.авг;0.033;16;91;0.9906;мар.28;0.4;11.авг;6;1
06.мар;0.23;0.33;01.май;0.036;15;105;0.991;мар.32;0.42;11.фев;6;1
05.авг;0.27;0.27;12.мар;0.045;55;170;0.9972;мар.28;0.42;09.мар;6;1
05.сен;0.26;0.4;01.мар;0.047;12;139;0.9945;мар.45;0.53;10.апр;5;0
06.июн;0.18;0.35;01.май;0.049;49;141;0.9934;мар.43;0.85;10.фев;7;1
07.апр;0.2;0.43;07.авг;0.045;27;153;0.9964;мар.19;0.55;9;7;1
8;0.24;0.36;01.май;0.047;17;129;0.9948;03.фев;0.54;10;6;1
06.апр;0.26;0.42;09.июл;0.044;30;140;0.9962;мар.18;0.47;09.янв;6;1
05.апр;0.31;0.47;3;0.053;46;144;0.9931;мар.29;0.76;10;5;0
05.апр;0.29;0.47;3;0.052;47;145;0.993;мар.29;0.75;10;6;1
07.янв;0.145;0.33;04.июн;0.05;33;131;0.9942;мар.28;0.4;09.июн;6;1
05.июн;0.34;0.1;01.мар;0.031;20;68;0.9906;мар.36;0.51;11.фев;7;1
06.июл;0.19;0.41;15.июн;0.056;75;155;0.9995;03.фев;0.44;08.авг;6;1
07.авг;0.18;0.46;13.июн;0.052;38;118;0.998;мар.15;0.5;10;6;1
07.июн;0.17;0.45;11.фев;0.054;56;137;0.997;мар.15;0.47;10;5;0
06.мар;0.12;0.36;02.янв;0.044;47;146;0.9914;мар.27;0.74;11.апр;7;1
07.мар;0.33;0.4;июн.85;0.038;32;138;0.992;03.мар;0.3;11.сен;7;1
05.май;0.335;0.3;02.май;0.071;27;128;0.9924;мар.14;0.51;09.июн;6;1
07.мар;0.33;0.4;июн.85;0.038;32;138;0.992;03.мар;0.3;11.сен;7;1
05.авг;0.4;0.42;04.апр;0.047;38.5;245;0.9937;мар.25;0.57;09.июн;6;1
07.мар;0.22;0.37;14.мар;0.063;48;191;0.9978;фев.89;0.38;9;6;1
07.мар;0.22;0.37;14.мар;0.063;48;191;0.9978;фев.89;0.38;9;6;1
06.янв;0.36;0.33;01.янв;0.05;24;169;0.9927;мар.15;0.78;09.май;6;1
10;0.2;0.39;01.апр;0.05;19;152;0.994;3;0.42;10.апр;6;1
06.сен;0.24;0.34;04.июл;0.04;43;161;0.9935;03.фев;0.59;10.июн;6;1
06.апр;0.24;0.32;14.сен;0.047;54;162;0.9968;мар.28;0.5;10.фев;6;1
07.янв;0.365;0.14;01.фев;0.055;24;84;0.9941;мар.15;0.43;08.сен;5;0
06.авг;0.15;0.3;05.мар;0.05;40;127;0.9942;03.апр;0.39;09.июл;6;1
07.мар;0.22;0.37;14.мар;0.063;48;191;0.9978;фев.89;0.38;9;6;1
06.авг;0.16;0.4;02.мар;0.037;18;102;0.9923;мар.49;0.42;11.апр;7;1
6;0.26;0.32;03.май;0.028;29;113;0.9912;03.апр;0.71;12.мар;7;1
6;0.18;0.27;01.май;0.089;40;143;0.9923;мар.49;0.62;10.авг;6;1
06.сен;0.33;0.21;1;0.053;39;148;0.9927;03.дек;0.45;09.апр;6;1
07.июл;0.29;0.48;02.мар;0.049;36;178;0.9931;мар.17;0.64;10.июн;6;1
07.янв;0.39;0.35;12.май;0.044;26;72;0.9941;мар.17;0.29;11.июн;5;0
06.сен;0.33;0.21;1;0.053;39;148;0.9927;03.дек;0.45;09.апр;6;1
07.июл;0.29;0.48;02.мар;0.049;36;178;0.9931;мар.17;0.64;10.июн;6;1
06.июн;0.905;0.19;0.8;0.048;17;204;0.9934;мар.34;0.56;10;5;0
07.фев;0.27;0.27;02.апр;0.048;30;149;0.9936;03.янв;0.51;09.фев;6;1
05.янв;0.33;0.22;01.июн;0.027;18;89;0.9893;мар.51;0.38;12.май;7;1
05.янв;0.33;0.22;01.июн;0.027;18;89;0.9893;мар.51;0.38;12.май;7;1
06.апр;0.31;0.28;01.май;0.037;12;119;0.9919;мар.32;0.51;10.апр;7;1
07.мар;0.2;0.44;01.апр;0.045;21;98;0.9924;мар.15;0.46;10;7;1
05.июл;0.32;0.5;02.июн;0.049;17;155;0.9927;мар.22;0.64;10;6;1
06.апр;0.31;0.28;01.май;0.037;12;119;0.9919;мар.32;0.51;10.апр;7;1
07.мар;0.2;0.44;01.апр;0.045;21;98;0.9924;мар.15;0.46;10;7;1
07.фев;0.28;0.26;12.май;0.046;48;179;0.9975;03.янв;0.52;9;6;1
07.май;0.35;0.28;09.июн;0.051;26;157;0.9969;03.дек;0.53;09.фев;6;1
07.фев;0.27;0.27;02.апр;0.048;30;149;0.9936;03.янв;0.51;09.фев;6;1
6;0.36;0.39;03.фев;0.027;20;125;0.991;мар.38;0.39;11.мар;7;1
05.янв;0.33;0.22;01.июн;0.027;18;89;0.9893;мар.51;0.38;12.май;7;1
5;0.17;0.56;01.май;0.026;24;115;0.9906;мар.48;0.39;10.авг;7;1
06.мар;0.39;0.35;05.сен;0.04;82.5;260;0.9941;03.дек;0.66;10.янв;5;0
06.июл;0.21;0.32;05.апр;0.047;29;140;0.995;мар.39;0.46;09.июл;6;1
7;0.3;0.38;14.сен;0.032;60;181;0.9983;мар.18;0.61;09.мар;7;1
7;0.3;0.38;14.сен;0.032;60;181;0.9983;мар.18;0.61;09.мар;7;1
06.май;0.36;0.32;01.янв;0.031;13;66;0.9916;03.янв;0.46;10.июн;5;0
06.янв;0.55;0.15;09.авг;0.031;19;125;0.9957;мар.36;0.47;10.фев;6;1
07.мар;0.24;0.43;2;0.021;20;69;0.99;03.авг;0.56;12.фев;6;1
06.авг;0.37;0.51;11.авг;0.044;62;163;0.9976;мар.19;0.44;08.авг;5;0
06.авг;0.27;0.12;01.мар;0.04;87;168;0.992;мар.18;0.41;10;5;0
08.фев;0.28;0.42;01.авг;0.031;30;93;0.9917;03.сен;0.39;11.апр;5;0
06.мар;0.2;0.4;01.май;0.037;35;107;0.9917;мар.46;0.5;11.апр;6;1
05.сен;0.26;0.27;18.фев;0.048;52;168;0.9993;мар.35;0.44;09.апр;5;0
06.апр;0.19;0.42;02.сен;0.032;32;83;0.9908;03.мар;0.41;11.июл;6;1
06.мар;0.2;0.4;01.май;0.037;35;107;0.9917;мар.46;0.5;11.апр;6;1
06.авг;0.37;0.51;11.авг;0.044;62;163;0.9976;мар.19;0.44;08.авг;5;0
06.янв;0.35;0.07;01.апр;0.069;22;108;0.9934;мар.23;0.52;09.фев;5;0
07.янв;0.27;0.31;18.фев;0.046;55;252;1;03.июл;0.56;08.июл;5;0
06.авг;0.22;0.31;06.мар;0.035;33;170;0.9918;мар.24;0.66;12.июн;6;1
06.авг;0.27;0.12;01.мар;0.04;87;168;0.992;мар.18;0.41;10;5;0
05.авг;0.28;0.34;4;0.031;40;99;0.9896;мар.39;0.39;12.авг;7;1
06.сен;0.49;0.24;01.фев;0.049;13;125;0.9932;мар.17;0.51;09.апр;5;0
06.мар;0.14;0.39;01.фев;0.044;26;116;0.992;мар.26;0.53;10.мар;6;1
08.фев;0.28;0.42;01.авг;0.031;30;93;0.9917;03.сен;0.39;11.апр;5;0
07.фев;0.25;0.39;18.95;0.038;42;155;0.9999;фев.97;0.47;9;6;1
07.мар;0.28;0.36;12.июл;0.04;38;140;0.998;03.мар;0.79;09.июн;6;1
07.фев;0.19;0.39;01.фев;0.036;32;85;0.9918;мар.16;0.5;10.май;5;0
07.фев;0.19;0.39;01.фев;0.036;32;85;0.9918;мар.16;0.5;10.май;5;0
07.фев;0.25;0.39;18.95;0.038;42;155;0.9999;фев.97;0.47;9;6;1
07.мар;0.28;0.36;12.июл;0.04;38;140;0.998;03.мар;0.79;09.июн;6;1
07.апр;0.21;0.27;01.фев;0.041;27;99;0.9927;мар.19;0.33;09.авг;6;1
06.авг;0.26;0.22;07.июл;0.047;57;210;0.9959;03.янв;0.47;9;5;0
07.апр;0.21;0.27;01.фев;0.041;27;99;0.9927;мар.19;0.33;09.авг;6;1
07.апр;0.31;0.28;01.июн;0.05;33;137;0.9929;мар.31;0.56;10.май;6;1
7;0.22;0.31;02.июл;0.03;41;136;0.9898;мар.16;0.37;12.июл;7;1
7;0.21;0.28;08.июл;0.045;37;222;0.9954;мар.25;0.54;10.апр;6;1
7;0.21;0.28;08.июн;0.045;37;221;0.9954;мар.25;0.54;10.апр;6;1
7;0.21;0.28;08.июн;0.045;37;221;0.9954;мар.25;0.54;10.апр;6;1
06.сен;0.23;0.38;08.мар;0.047;47;162;0.9954;мар.34;0.52;10.май;7;1
7;0.21;0.28;08.июл;0.045;37;222;0.9954;мар.25;0.54;10.апр;6;1
7;0.21;0.28;08.июн;0.045;37;221;0.9954;мар.25;0.54;10.апр;6;1
06.авг;0.29;0.5;13.мар;0.053;48;194;0.9974;03.сен;0.45;09.апр;5;0
07.авг;0.21;0.27;01.фев;0.051;20;89;0.9936;03.июн;0.46;09.янв;5;0
07.янв;0.31;0.47;13.июн;0.056;54;197;0.9978;03.янв;0.49;09.мар;5;0
06.авг;0.29;0.5;13.мар;0.053;48;194;0.9974;03.сен;0.45;09.апр;5;0
06.апр;0.34;0.1;01.янв;0.048;19;84;0.9927;мар.21;0.38;09.авг;5;0
07.апр;0.155;0.34;02.мар;0.045;73.5;214;0.9934;мар.18;0.61;09.сен;7;1
07.фев;0.55;0.09;01.май;0.108;16;151;0.9938;03.июл;0.57;09.фев;4;0
7;0.23;0.36;07.янв;0.028;31;104;0.9922;мар.35;0.47;12.янв;8;1
06.сен;0.2;0.37;06.фев;0.027;24;97;0.992;мар.38;0.49;12.фев;7;1
06.янв;0.28;0.32;02.май;0.042;23;218.5;0.9935;мар.27;0.6;09.авг;5;0
06.июн;0.16;0.32;01.апр;0.035;49;186;0.9906;мар.35;0.64;12.апр;8;1
07.апр;0.155;0.34;02.мар;0.045;73.5;214;0.9934;мар.18;0.61;09.сен;7;1
06.фев;0.35;0.04;01.фев;0.06;23;108;0.9934;мар.26;0.54;09.фев;5;0
06.июл;0.22;0.37;01.июн;0.028;24;102;0.9913;мар.29;0.59;11.июн;7;1
06.янв;0.38;0.2;06.июн;0.033;25;137;0.9938;03.мар;0.69;10.апр;6;1
6;0.25;0.28;02.фев;0.026;54;126;0.9898;мар.43;0.65;12.сен;8;1
06.июн;0.52;0.44;12.фев;0.048;54;245;0.9975;мар.26;0.54;09.мар;6;1
06.сен;0.24;0.36;20.авг;0.031;40;139;0.9975;03.фев;0.33;11;6;1
07.янв;0.32;0.32;11;0.038;16;66;0.9937;мар.24;0.4;11.май;3;0
05.авг;0.28;0.27;02.июн;0.054;30;156;0.9914;мар.53;0.42;12.апр;5;0
06.май;0.41;0.24;14;0.048;24;113;0.9982;мар.44;0.53;09.авг;6;1
06.май;0.41;0.24;14;0.048;24;113;0.9982;мар.44;0.53;09.авг;6;1
06.апр;0.28;0.29;01.июн;0.052;34;127;0.9929;мар.48;0.56;10.май;7;1
07.фев;0.6;0.2;09.сен;0.07;21;174;0.9971;03.мар;0.54;09.янв;5;0
06.янв;0.2;0.25;01.фев;0.038;34;128;0.9921;мар.24;0.44;10.янв;5;0
05.сен;0.46;0.14;02.июл;0.042;27;160;0.9931;мар.46;0.51;10.июн;7;1
6;0.27;0.27;01.июн;0.046;32;113;0.9924;мар.41;0.51;10.май;7;1
06.апр;0.28;0.29;01.июн;0.052;34;127;0.9929;мар.48;0.56;10.май;7;1
06.апр;0.41;0.24;14;0.048;24;113;0.9982;мар.44;0.53;09.авг;6;1
06.мар;0.23;0.31;01.май;0.022;11;82;0.9892;03.мар;0.4;12.сен;7;1
07.янв;0.21;0.27;08.июн;0.056;26;111;0.9956;фев.95;0.52;09.май;5;0
6;0.37;0.32;1;0.053;31;218.5;0.9924;мар.29;0.72;09.авг;6;1
06.янв;0.43;0.35;09.янв;0.059;83;249;0.9971;мар.37;0.5;08.май;5;0
07.янв;0.21;0.27;08.июн;0.056;26;111;0.9956;фев.95;0.52;09.май;5;0
7;0.25;0.29;15.фев;0.047;40;171;0.9982;мар.22;0.45;09.мар;5;0
05.сен;0.25;0.19;12.апр;0.047;50;162;0.9973;мар.35;0.38;09.май;5;0
06.авг;0.32;0.21;02.фев;0.044;15;68;0.9932;мар.17;0.39;09.апр;6;1
07.фев;0.39;0.62;11;0.047;66;178;0.9976;мар.16;0.5;08.июл;5;0
06.мар;0.21;0.58;10;0.081;34;126;0.9962;фев.95;0.46;08.сен;5;0
7;0.14;0.32;9;0.039;54;141;0.9956;мар.22;0.43;09.апр;6;1
06.авг;0.32;0.21;02.фев;0.044;15;68;0.9932;мар.17;0.39;09.апр;6;1
07.фев;0.39;0.62;11;0.047;66;178;0.9976;мар.16;0.5;08.июл;5;0
07.фев;0.29;0.53;18.15;0.047;59;182;0.9992;03.сен;0.52;09.июн;5;0
08.июн;0.37;0.7;дек.15;0.039;21;158;0.9983;3;0.73;09.мар;6;1
06.май;0.38;0.34;03.апр;0.036;34;200;0.9937;мар.14;0.76;10;5;0
06.июн;0.24;0.29;2;0.023;19;86;0.99;мар.25;0.45;12.май;6;1
7;0.17;0.31;04.авг;0.034;34;132;0.9944;мар.36;0.48;09.июн;7;1
05.май;0.16;0.22;04.май;0.03;30;102;0.9938;мар.24;0.36;09.апр;6;1
7;0.24;0.51;11;0.029;55;227;0.9965;03.мар;0.61;09.май;5;0
07.апр;0.28;0.36;01.янв;0.028;42;105;0.9893;фев.99;0.39;12.апр;7;1
7;0.22;0.28;01.май;0.037;29;115;0.9927;03.ноя;0.55;10.май;6;1
07.янв;0.55;0.13;01.июл;0.073;21;165;0.994;фев.97;0.58;09.фев;6;1
06.мар;0.22;0.33;01.июл;0.041;67;164;0.9928;мар.32;0.56;10.апр;6;1
06.июл;0.47;0.34;08.сен;0.043;31;172;0.9964;мар.22;0.6;09.фев;5;0
05.сен;0.36;0.41;01.мар;0.047;45;104;0.9917;мар.33;0.51;10.июн;6;1
05.авг;0.25;0.24;13.мар;0.044;41;137;0.9972;мар.34;0.42;09.май;5;0
06.июл;0.47;0.34;08.сен;0.043;31;172;0.9964;мар.22;0.6;09.фев;5;0
06.фев;0.37;0.3;06.июн;0.346;79;200;0.9954;мар.29;0.58;09.июн;5;0
06.фев;0.18;0.38;01.май;0.028;36;117;0.993;мар.47;0.54;09.июл;6;1
6;0.16;0.37;01.май;0.025;43;117;0.9928;мар.46;0.51;09.июл;6;1
06.июн;0.34;0.28;01.мар;0.035;32;90;0.9916;03.янв;0.42;10.июл;6;1
07.апр;0.29;0.29;01.июн;0.045;53;180;0.9936;мар.34;0.68;10.май;6;1
07.апр;0.26;0.31;07.июн;0.047;52;177;0.9962;мар.13;0.45;08.сен;6;1
7;0.28;0.36;1;0.035;8;70;0.9899;03.сен;0.46;12.янв;6;1
07.янв;0.23;0.39;01.июн;0.032;12;65;0.9898;мар.25;0.4;12.июл;7;1
07.авг;0.19;0.26;08.сен;0.039;42;182;0.996;мар.18;0.46;09.сен;6;1
06.мар;0.19;0.28;01.авг;0.022;28;158;0.9907;03.фев;0.64;11.апр;6;1
06.авг;0.2;0.38;04.июл;0.04;27;103;0.994;мар.37;0.58;10.июл;6;1
05.июл;0.44;0.13;7;0.025;28;173;0.9913;мар.33;0.48;12.май;6;1
07.фев;0.4;0.62;10.авг;0.041;70;189;0.9976;03.авг;0.49;08.июн;4;0
06.авг;0.23;0.32;01.июн;0.026;43;147;0.9904;мар.29;0.54;12.май;6;1
05.июл;0.335;0.34;1;0.04;13;174;0.992;мар.27;0.66;10;5;0
07.фев;0.4;0.62;10.авг;0.041;70;189;0.9976;03.авг;0.49;08.июн;4;0
07.фев;0.28;0.54;16.июл;0.045;54;200;0.999;03.авг;0.49;09.май;6;1
06.авг;0.19;0.58;14.фев;0.038;51;164;0.9975;03.дек;0.48;09.июн;6;1
06.апр;0.3;0.3;фев.25;0.038;8;210;0.9937;03.фев;0.62;09.сен;6;1
06.май;0.3;0.29;фев.25;0.037;8;210;0.9937;мар.19;0.62;09.сен;5;0
07.авг;0.18;0.31;12.фев;0.053;46;140;0.998;03.июн;0.53;08.сен;6;1
07.авг;0.18;0.31;12.фев;0.053;46;140;0.998;03.июн;0.53;08.сен;6;1
07.мар;0.51;0.26;03.мар;0.09;7;135;0.9944;03.янв;0.52;08.авг;5;0
6;0.24;0.27;01.сен;0.048;40;170;0.9938;мар.64;0.54;10;7;1
05.сен;0.62;0.28;03.май;0.039;55;152;0.9907;мар.44;0.44;12;6;1
6;0.24;0.27;01.сен;0.048;40;170;0.9938;мар.64;0.54;10;7;1
06.июл;0.27;0.12;01.мар;0.041;62;138;0.9921;мар.21;0.42;10;6;1
07.авг;0.34;0.35;01.авг;0.042;8;167;0.9908;03.ноя;0.41;12.янв;6;1
07.мар;0.26;0.36;05.фев;0.04;31;141;0.9931;мар.16;0.59;11;6;1
07.апр;0.36;0.33;01.апр;0.025;27;55;0.9915;мар.21;0.33;11.фев;6;1
07.авг;0.28;0.32;9;0.036;34;115;0.9952;мар.17;0.39;10.мар;7;1
06.янв;0.31;0.26;02.фев;0.051;28;167;0.9926;мар.37;0.47;10.апр;6;1
06.авг;0.18;0.37;01.июн;0.055;47;154;0.9934;03.авг;0.45;09.янв;5;0
07.апр;0.15;0.42;01.июл;0.045;49;154;0.992;3;0.6;10.апр;6;1
05.сен;0.13;0.28;01.сен;0.05;20;78;0.9918;мар.43;0.64;10.авг;6;1
07.фев;0.34;0.34;12.июн;0.048;7;41;0.9942;мар.19;0.4;11.июл;5;0
07.сен;0.19;0.26;02.янв;0.039;8;143;0.9942;03.май;0.74;09.авг;5;0
07.сен;0.19;0.26;02.янв;0.039;8;143;0.9942;03.май;0.74;09.авг;5;0
06.сен;0.25;0.4;01.мар;0.038;22;101;0.9901;03.мар;0.39;11.апр;6;1
05.авг;0.36;0.32;01.июл;0.033;22;96;0.9898;03.мар;0.38;11.фев;6;1
05.июн;0.35;0.37;1;0.038;6;72;0.9902;мар.37;0.34;11.апр;5;0
05.сен;0.32;0.39;03.мар;0.114;24;140;0.9934;03.сен;0.45;09.фев;6;1
07.фев;0.31;0.46;5;0.04;3;29;0.9906;03.апр;0.53;12.май;4;0
06.янв;0.28;0.22;01.авг;0.034;32;116;0.9898;мар.36;0.44;12.июн;6;1
05.фев;0.36;0.02;01.июн;0.031;24;104;0.9896;мар.44;0.35;12.фев;6;1
05.июн;0.19;0.47;04.май;0.03;19;112;0.9922;мар.56;0.45;11.фев;6;1
06.апр;0.1;0.35;04.сен;0.048;31;103;0.9947;мар.43;0.79;09.июл;6;1
06.апр;0.18;0.48;4;0.186;64;150;0.9945;03.июн;0.4;09.мар;5;0
07.апр;0.25;0.36;13.фев;0.067;53;178;0.9976;03.янв;0.48;9;6;1
07.апр;0.25;0.36;13.фев;0.067;53;178;0.9976;03.янв;0.48;9;6;1
07.апр;0.25;0.36;13.фев;0.067;53;178;0.9976;03.янв;0.48;9;6;1
07.сен;0.345;0.51;15.мар;0.047;54;171;0.9987;03.сен;0.51;09.янв;5;0
07.сен;0.345;0.51;15.мар;0.047;54;171;0.9987;03.сен;0.51;09.янв;5;0
07.апр;0.25;0.36;13.фев;0.067;53;178;0.9976;03.янв;0.48;9;6;1
06.янв;0.24;0.3;01.май;0.045;22;61;0.992;мар.31;0.54;10.апр;5;0
06.авг;0.25;0.24;апр.55;0.053;41;211;0.9955;мар.37;0.67;09.май;6;1
06.июл;0.31;0.31;09.сен;0.04;10;175;0.9953;мар.46;0.55;11.апр;4;0
07.фев;0.46;0.65;10.апр;0.05;76;192;0.9976;мар.16;0.42;08.июл;5;0
05.май;0.35;0.35;01.янв;0.045;14;167;0.992;мар.34;0.68;09.сен;6;1
06.июл;0.24;0.41;08.июл;0.036;29;148;0.9952;мар.22;0.62;09.сен;6;1
06.авг;0.28;0.17;13.сен;0.047;49;162;0.9983;мар.21;0.51;9;6;1
06.апр;0.16;0.22;01.апр;0.04;41;149;0.9933;мар.49;0.58;10;6;1
06.мар;0.26;0.24;07.фев;0.039;38;172;0.9958;мар.49;0.64;09.июл;6;1
07.июл;0.22;0.42;01.сен;0.052;10;87;0.9922;03.мар;0.49;11.авг;6;1
06.май;0.18;0.31;01.июл;0.044;30;127;0.9928;мар.49;0.5;10.фев;7;1
07.фев;0.46;0.65;10.апр;0.05;76;192;0.9976;мар.16;0.42;08.июл;5;0
7;0.3;0.51;13.июн;0.05;40;168;0.9976;03.июл;0.52;09.июн;7;1
09.фев;0.25;0.34;01.фев;0.026;31;93;0.9916;фев.93;0.37;11.мар;7;1
07.авг;0.28;0.34;01.июн;0.028;32;118;0.9901;3;0.38;12.янв;7;1
7;0.3;0.51;13.июн;0.05;40;168;0.9976;03.июл;0.52;09.июн;7;1
07.авг;0.28;0.34;01.июн;0.028;32;118;0.9901;3;0.38;12.янв;7;1
09.фев;0.25;0.34;01.фев;0.026;31;93;0.9916;фев.93;0.37;11.мар;7;1
08.апр;0.35;0.71;12.фев;0.046;22;160;0.9982;фев.98;0.65;09.апр;5;0
06.янв;0.41;0.24;01.июн;0.049;16;137;0.993;мар.32;0.5;10.апр;6;1
05.сен;0.21;0.24;12.янв;0.044;53;165;0.9969;мар.25;0.39;09.май;5;0
07.фев;0.34;0.44;04.фев;0.047;51;144;0.991;03.янв;0.76;12.мар;6;1
06.июл;0.21;0.42;09.янв;0.049;31;150;0.9953;03.дек;0.74;09.сен;7;1
05.сен;0.37;0.1;01.июн;0.057;39;128;0.9924;мар.24;0.48;10.янв;5;0
07.июл;0.34;0.27;08.авг;0.063;39;184;0.9969;03.сен;0.63;09.фев;6;1
07.апр;0.3;0.22;01.апр;0.046;16;135;0.9928;03.авг;0.77;10.апр;7;1
06.авг;0.51;0.3;04.фев;0.066;38;165;0.9945;03.фев;0.42;09.янв;5;0
07.авг;0.22;0.38;10.мар;0.059;28;99;0.9967;03.дек;0.47;10;6;1
07.фев;0.35;0.34;12.апр;0.051;6;37;0.9944;мар.13;0.39;11.май;6;1
6;0.26;0.5;02.фев;0.048;59;153;0.9928;03.авг;0.61;09.авг;5;0
06.янв;0.26;0.51;02.фев;0.05;61;154;0.9929;03.авг;0.6;09.авг;6;1
06.май;0.28;0.27;05.фев;0.04;44;179;0.9948;мар.19;0.69;09.апр;6;1
07.апр;0.41;0.66;10.авг;0.051;77;194;0.9976;03.май;0.46;08.июл;5;0
06.май;0.28;0.29;02.июл;0.038;26;107;0.9912;мар.32;0.41;11.июн;7;1
06.июл;0.34;0.54;16.мар;0.047;44;181;0.9987;03.апр;0.56;08.авг;5;0
07.фев;0.2;0.34;02.июл;0.032;49;151;0.99;мар.16;0.39;12.июл;7;1
07.апр;0.2;0.33;01.сен;0.035;39;138;0.991;мар.17;0.44;11.июл;7;1
08.фев;0.22;0.3;01.авг;0.047;47;185;0.9933;мар.13;0.5;10.фев;6;1
08.фев;0.23;0.29;01.авг;0.047;47;187;0.9933;мар.13;0.5;10.фев;6;1
07.янв;0.22;0.33;02.авг;0.033;48;153;0.9899;мар.15;0.38;12.июл;7;1
06.май;0.28;0.29;02.июл;0.038;26;107;0.9912;мар.32;0.41;11.июн;7;1
6;0.38;0.26;6;0.034;42;134;0.9912;мар.38;0.38;12.мар;7;1
07.апр;0.41;0.66;10.авг;0.051;77;194;0.9976;03.май;0.46;08.июл;5;0
05.июл;0.18;0.22;04.фев;0.042;25;111;0.994;мар.35;0.39;09.апр;5;0
07.мар;0.3;0.22;06.апр;0.056;44;168;0.9947;мар.13;0.35;10.янв;6;1
07.апр;0.24;0.22;10.июл;0.042;26;81;0.9954;фев.86;0.36;09.июл;6;1
